constIndex:697|clip_npc|localPosition.x:-0030.76544|localPosition.y:-0051.19105|localPosition.z:0025.64621|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:539|prop_brokengun|localPosition.x:0024.23740|localPosition.y:-0052.42000|localPosition.z:-0041.35118|localRotation.x:-0000.63599|localRotation.y:0000.30906|localRotation.z:0000.30906|localRotation.w:0000.63599|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:576|prop_light_emergsignal|localPosition.x:0008.91600|localPosition.y:-0054.52605|localPosition.z:-0002.53490|localRotation.x:0000.50000|localRotation.y:0000.50000|localRotation.z:0000.50000|localRotation.w:-0000.50000|localScale.x:0002.00000|localScale.y:0002.00000|localScale.z:0002.00000
constIndex:592|text_decal (6)|localPosition.x:-0016.66070|localPosition.y:-0050.04294|localPosition.z:-0024.72030|localRotation.x:0000.00000|localRotation.y:0000.70711|localRotation.z:0000.00000|localRotation.w:0000.70711|localScale.x:0000.70000|localScale.y:0000.70000|localScale.z:0001.00000
constIndex:529|prop_grate1_3|localPosition.x:-0015.36000|localPosition.y:-0049.92005|localPosition.z:-0037.03990|localRotation.x:-0000.70711|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.70711|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:576|prop_light_emergsignal|localPosition.x:0033.34100|localPosition.y:-0053.07205|localPosition.z:-0011.48000|localRotation.x:-0000.70711|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.70711|localScale.x:0002.00000|localScale.y:0002.00000|localScale.z:0002.00000
constIndex:597|trigger_ladder|localPosition.x:0030.71500|localPosition.y:-0055.04805|localPosition.z:0013.76110|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0005.00000|localScale.z:0000.16000
constIndex:576|prop_light_emergsignal|localPosition.x:0029.48000|localPosition.y:-0055.67662|localPosition.z:0010.13910|localRotation.x:-0000.50000|localRotation.y:0000.50000|localRotation.z:0000.50000|localRotation.w:0000.50000|localScale.x:0002.00000|localScale.y:0002.00000|localScale.z:0002.00000
constIndex:592|text_decal|localPosition.x:0031.95800|localPosition.y:-0051.76706|localPosition.z:-0009.72100|localRotation.x:0000.00000|localRotation.y:0000.70711|localRotation.z:0000.00000|localRotation.w:0000.70711|localScale.x:0000.80000|localScale.y:0000.80000|localScale.z:0001.00000
constIndex:592|text_decal (1)|localPosition.x:0049.87900|localPosition.y:-0054.89105|localPosition.z:-0002.04190|localRotation.x:0000.00000|localRotation.y:0000.70711|localRotation.z:0000.00000|localRotation.w:0000.70711|localScale.x:0000.80000|localScale.y:0000.80000|localScale.z:0001.00000
