SearchableDestructable|8571662|0|0|-1|1|-0063.46000|0000.38000|0008.02900|-0000.66446|-0000.24184|-0000.24184|0000.66446|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|472|7|7|-1|-1|-1|-1|-1|-1|0|0020.00000|-0001.00000|0|0|0
SearchableDestructable|7849582|0|0|-1|1|-0059.43538|0005.19200|0002.04948|-0000.68154|-0000.18843|-0000.18843|0000.68154|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|472|-1|-1|-1|-1|-1|-1|-1|-1|0|0020.00000|-0001.00000|0|0|0
SearchableDestructable|9142900|0|0|-1|1|-0036.30738|0002.60026|0056.30048|-0000.11403|-0000.69785|-0000.69785|0000.11403|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|1|-1|464|83|-1|-1|-1|1|6|-1|-1|0|0000.00000|0000.00000|0000.00000|0000.00000|0000.00000|0000.00000|0001.00000|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|0|0000.00000|0000.00000|0000.00000|0000.00000|0000.00000|0000.00000|0001.00000|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|0|0000.00000|0000.00000|0000.00000|0000.00000|0000.00000|0000.00000|0001.00000|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|0|0014.00000|-0001.00000|0|0|0
SearchableDestructable|8068904|0|0|-1|1|-0021.55138|0007.75400|0042.56047|-0000.67621|-0000.20674|-0000.20674|0000.67621|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|472|27|-1|-1|-1|1|-1|-1|-1|0|0020.00000|-0001.00000|0|0|0
SearchableDestructable|7510948|0|0|-1|1|-0035.51338|0002.60026|0033.58648|-0000.70014|0000.09902|0000.09902|0000.70014|0001.75000|0001.75000|0001.75000|0000.00000|0000.00000|0000.00000|0|-1|475|-1|-1|-1|-1|-1|-1|-1|-1|0|0020.00000|-0001.00000|0|0|0
SearchableDestructable|8282878|0|0|-1|1|-0035.01379|0002.60026|0035.41501|-0000.70306|0000.07551|0000.07551|0000.70306|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|472|-1|-1|-1|-1|-1|-1|-1|-1|0|0020.00000|-0001.00000|0|0|0
SearchableDestructable|9248112|0|0|-1|1|-0033.68475|0002.60026|0036.03755|-0000.31275|-0000.63418|-0000.63418|0000.31275|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|473|66|-1|-1|-1|-1|-1|-1|-1|0|0020.00000|-0001.00000|0|0|0
Transform|7755992|0|0|-1|1|-0036.41300|0002.69800|0021.82600|-0000.64153|-0000.29721|-0000.29711|0000.64175|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|308|
Useable|8670984|0|0|-1|1|-0035.17700|0002.71798|0018.85000|-0000.66898|-0000.66898|0000.22904|0000.22904|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|324|17|-1|0|0
Destructable|9339730|0|0|-1|1|-0036.28400|0002.62500|0022.96600|-0000.62596|-0000.32875|-0000.32864|0000.62618|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|458|0050.00000|-0001.00000|0|0|0
Useable|7666620|0|0|-1|1|-0023.43700|0000.12200|-0017.56100|-0000.53032|-0000.46770|-0000.46754|0000.53050|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|320|13|-1|0|0
Destructable|7858070|0|0|-1|1|-0020.63838|0000.07440|-0050.66952|-0000.61735|-0000.34465|-0000.34453|0000.61757|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|460|0050.00000|-0001.00000|0|0|0
Destructable|9240914|0|0|-1|1|-0020.34413|0000.07400|-0056.01342|-0000.70711|0000.00000|0000.00000|0000.70711|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|458|0050.00000|-0001.00000|0|0|0
SearchableDestructable|8375298|0|0|-1|1|0010.08162|0002.62000|-0052.93152|-0000.69956|0000.10305|0000.10305|0000.69956|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|472|-1|-1|-1|-1|-1|-1|-1|-1|0|0020.00000|-0001.00000|0|0|0
Destructable|9685174|0|0|-1|1|-0033.01291|0002.62500|0026.00697|-0000.62846|0000.32393|0000.32382|0000.62868|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|458|0050.00000|-0001.00000|0|0|0
Destructable|8747392|0|0|-1|1|-0020.58627|0000.07400|-0052.18254|-0000.64101|-0000.29833|-0000.29823|0000.64123|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|460|0050.00000|-0001.00000|0|0|0
SearchableDestructable|8175122|0|0|-1|1|0010.48162|0002.62000|-0051.12152|-0000.70082|-0000.09407|-0000.09407|0000.70082|0001.75000|0001.75000|0001.75000|0000.00000|0000.00000|0000.00000|0|-1|475|7|7|-1|-1|-1|-1|-1|-1|0|0020.00000|-0001.00000|0|0|0
SearchableDestructable|7973802|0|0|-1|1|0007.73462|0002.61400|-0053.24453|-0000.69412|0000.13492|0000.13492|0000.69412|0001.75000|0001.75000|0001.75000|0000.00000|0000.00000|0000.00000|0|-1|475|27|-1|-1|-1|1|-1|-1|-1|0|0020.00000|-0001.00000|0|0|0
Destructable|9081018|0|0|-1|1|-0035.68291|0002.62500|0025.75697|-0000.67500|0000.21031|0000.21024|0000.67523|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|458|0050.00000|-0001.00000|0|0|0
Destructable|8112532|0|0|-1|1|-0020.46702|0000.05305|-0053.93377|-0000.31821|0000.63154|0000.63132|0000.31832|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|458|0050.00000|-0001.00000|0|0|0
Destructable|7708364|0|0|-1|1|-0018.21096|0000.05305|-0051.99366|-0000.47256|-0000.52603|-0000.52585|0000.47272|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|460|0050.00000|-0001.00000|0|0|0
Destructable|9170834|0|0|-1|1|-0017.91338|0000.04944|-0053.65352|0000.53235|-0000.46538|-0000.46522|-0000.53254|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|458|0050.00000|-0001.00000|0|0|0
Destructable|9567192|0|0|-1|1|-0018.38338|0000.04944|-0055.82352|-0000.69924|0000.10441|0000.10438|0000.69948|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|458|0050.00000|-0001.00000|0|0|0
Destructable|9725456|0|0|-1|1|-0022.25338|0000.04944|-0053.35353|-0000.06654|0000.70397|0000.70397|0000.06654|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|458|0050.00000|-0001.00000|0|0|0
Useable|9253290|0|0|-1|1|-0005.31200|0001.36000|0029.88500|-0000.28536|-0000.01727|0000.70690|0000.64697|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|327|20|-1|0|0
Useable|9124956|0|0|-1|1|-0005.94100|0001.33047|0030.09300|-0000.37560|-0000.59910|-0000.59910|0000.37560|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|328|21|1|0|0
Useable|8079302|0|0|-1|1|-0004.39200|0001.35900|0029.99700|-0000.32233|-0000.50013|-0000.69571|0000.40244|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|329|22|1|0|0
SearchableDestructable|9189712|0|0|-1|1|-0004.71200|0001.32444|0030.91400|-0000.57574|-0000.41052|-0000.41052|0000.57574|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|1|-1|464|6|23|-1|-1|6|1|-1|-1|0|0000.00000|0000.00000|0000.00000|0000.00000|0000.00000|0000.00000|0001.00000|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|0|0000.00000|0000.00000|0000.00000|0000.00000|0000.00000|0000.00000|0001.00000|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|0|0000.00000|0000.00000|0000.00000|0000.00000|0000.00000|0000.00000|0001.00000|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|0|0014.00000|-0001.00000|0|0|0
Useable|8443034|0|0|-1|1|-0005.83199|0001.35200|0030.88802|-0000.49458|-0000.28001|0000.40537|0000.71600|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|321|14|-1|0|0
Useable|7815638|0|0|-1|1|-0009.43600|0003.95900|0020.57100|-0000.18563|-0000.18563|0000.68231|0000.68231|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|324|17|-1|0|0
Transform|9518238|0|0|-1|1|-0005.89838|0001.34200|0031.43148|-0000.69118|-0000.14925|-0000.14925|0000.69118|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|308|
SearchableDestructable|8466160|0|0|-1|1|0028.39594|0004.01100|0033.37684|-0000.69979|-0000.10146|-0000.10146|0000.69979|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|472|3|-1|-1|-1|-1|-1|-1|-1|0|0020.00000|-0001.00000|0|0|0
SearchableDestructable|9537240|0|0|-1|1|0025.63594|0004.01100|0033.37684|-0000.69571|0000.12643|0000.12643|0000.69571|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|472|66|66|-1|-1|-1|-1|-1|-1|0|0020.00000|-0001.00000|0|0|0
SearchableDestructable|8550490|0|0|-1|1|0029.58311|0004.00977|0033.16391|-0000.70711|0000.00000|0000.00000|0000.70711|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|472|7|-1|-1|-1|-1|-1|-1|-1|0|0020.00000|-0001.00000|0|0|0
SearchableDestructable|9194340|0|0|-1|1|0030.14594|0004.01100|0035.27684|-0000.66769|0000.23278|0000.23278|0000.66769|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|472|4|4|-1|-1|-1|-1|-1|-1|0|0020.00000|-0001.00000|0|0|0
Useable|9159644|0|0|-1|1|-0021.04600|0000.12100|0006.83000|-0000.37837|-0000.37837|0000.59736|0000.59736|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|321|14|-1|0|0
Useable|8762966|0|0|-1|1|-0020.32700|0000.14300|0006.83000|-0000.63500|-0000.63500|0000.31108|0000.31108|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|321|14|-1|0|0
Destructable|7642792|0|0|-1|1|0009.30062|0002.73000|-0019.86952|-0000.70711|0000.00000|0000.00000|0000.70711|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|458|0050.00000|-0001.00000|0|0|0
Destructable|9441688|0|0|-1|1|0007.29762|0002.70000|-0020.16352|-0000.70711|0000.00000|0000.00000|0000.70711|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|460|0050.00000|-0001.00000|0|0|0
Destructable|8508274|0|0|-1|1|0013.47662|0002.65300|-0020.93352|-0000.70711|0000.00000|0000.00000|0000.70711|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|458|0050.00000|-0001.00000|0|0|0
Destructable|8312666|0|0|-1|1|0020.29662|0002.67700|-0019.79700|-0000.70711|0000.00000|0000.00000|0000.70711|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|458|0050.00000|-0001.00000|0|0|0
SearchableDestructable|9572482|0|0|-1|1|0019.17762|0002.65300|-0020.63652|-0000.70470|0000.05831|0000.05831|0000.70470|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|472|-1|-1|-1|-1|-1|-1|-1|-1|0|0020.00000|-0001.00000|0|0|0
SearchableDestructable|9399020|0|0|-1|1|0011.03400|0002.71500|-0020.77100|-0000.70472|-0000.05806|-0000.05806|0000.70472|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|472|7|7|-1|-1|-1|-1|-1|-1|0|0020.00000|-0001.00000|0|0|0
SearchableDestructable|7608826|0|0|-1|1|0011.90500|0002.72100|-0019.62600|-0000.69485|0000.13110|0000.13110|0000.69485|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|472|-1|-1|-1|-1|-1|-1|-1|-1|0|0020.00000|-0001.00000|0|0|0
Destructable|7731262|0|0|-1|1|-0033.26291|0002.62500|0019.96696|-0000.69378|-0000.13604|-0000.13599|0000.69402|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|458|0050.00000|-0001.00000|0|0|0
SearchableDestructable|7587570|0|0|-1|1|-0020.48038|0007.76000|0042.81147|-0000.70364|0000.06992|0000.06992|0000.70364|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|472|-1|-1|-1|-1|-1|-1|-1|-1|0|0020.00000|-0001.00000|0|0|0
Useable|9034874|0|0|-1|1|-0004.77500|0001.34600|0029.95400|-0000.32455|-0000.62803|-0000.62835|0000.32468|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|388|81|-1|0|0
Useable|8535022|0|0|-1|1|0010.88800|0001.37500|0033.06300|-0000.66655|0000.23604|0000.23604|0000.66655|0001.00000|0001.00000|0001.00000|0000.00000|0000.00000|0000.00000|0|-1|313|6|8|0|0
